object_number,priref,object_name-term,creator-name,creator.role,creator.qualifier,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,description,title,title-lang,record - Production - production.place - term,record - Dimension - dimension.type - linkdb,dimension.type-term,dimension.unit-term,dimension.value,dimension.part,dimension.notes,dimension.precision,record - institution.name - linkdb,institution.name-address,institution.name,technique-term,technique.part,technique.notes,production.date.notes,dimension.free
,,,"Rubens, Peter Paul",uitgever,,,,,,,,,,,,,,,,,,,,,,,,
RH.P.0536,285498,copper engraving (visual work),"Soutman, Pieter Claesz.",graveur,,1644,,1650,,Hippotamus crocodilum... ipse maru,Jacht op nijlpaard en krokodil,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,473,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Rubenshuis (Antwerpen),gegraveerd (drukprocédé),geheel,,,
,, gravure sur cuivre,"Rubens,Peter Paul",ontwerper,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,639,geheel,,,,Antwerpen [plaats],,geëtst (drukprocédé),geheel,,,
,, kopergravure (prent),"Soutman, Pieter Claesz.",uitgever,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00242,287534,tekening,"Achtschellinck, Lucas",draftsman (artist),,1657,,1699,,,Boslandschap,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,377,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,530,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00537,287535,tekening,"Balen, Hendrick van (I)",draftsman (artist),,1605,,1605,,Badende nimfen met op de achtergrond Acteon die door Diana met water wordt nat gesprenkeld.,Diana and Acteon,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,201,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,aquarel (bruin),signatuur,
,, Zeichnung,,tekenaar,,,,,,,Diane et Actéon,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,267,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Diana en Acteon,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00233,287542,tekening,"Brueghel, Jan (I)",draftsman (artist),,1589,,1625,,,Village alongside a River,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,190,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,"pen over potlood,  gewassen",Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Village au bord d'une rivière,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,295,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Dorp aan de rand van een rivier,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
,, watercolors (paintings),,,,,,,,,,,,,,,,,,,,,,,,,,
,, aquarel,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00123,287545,tekening,"Dyck, Anthony van",draftsman (artist),,1617,,1618,,"Deze tekening van Van Dyck is een modello voor zijn schilderij De Kruisdraging in de Antwerpse Sint-Pauluskerk. 
Het is in verband te brengen met een bestelling van een reeks schilderijen door de dominicanen voor de  Sint-Pauluskerk. Het betreft een serie van 15 schilderijen getiteld Mysteries van de rozenkrans. Verschillende toonaangevende schilders, waaronder Jacob Jordaens (1593-1678) en Peter Paul Rubens (1577-1640), waren betrokken bij de opdracht. De Kruisdraging van Van Dyck is het negende tafereel in de reeks. Hij bereidde zich grondig voor door een reeks voorstudies te maken voor deze opdracht, waarvan er een tiental bewaard zijn. Deze tekening sluit nauw aan bij het uiteindelijke resultaat. Het modello is voorzien van een raster om de voorstelling te kunnen overzetten op paneel.",Christ carrying the Cross,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,210,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),gekwadrateerd,geheel,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,Le Christ portant la Croix,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,170,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,De kruisdraging,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00203,287546,tekening,"Fijt, Joannes",draftsman (artist),toegeschreven aan,1622,,1661,,"Mooie, verrassend levendige studie van een blaffende of grommende jachthond. Hij staat in een strakgespannen, licht voorovergebogen houding – de voorpoten wat gespreid en de kop naar links gericht. Deze jachthond werd meer dan waarschijnlijk naar het leven getekend. De anatomische weergave van de agressieve houding is zeer sterk. De hond werd getekend met zwart en wit krijt waarbij bruine gouache gebruikt werd voor de typerende vlekken in de vacht. Hij staat tegen een achtergrond opgebouwd met blauw krijt en beigeachtig aquarel. De schaduw van de poten geeft aan dat het licht van links komt.",Barking dog,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,333,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Chien aboyant,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,394,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Blaffende hond,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00535,287547,gouache (painting),"Hoefnagel, Joris",draftsman (artist),,1593,,1593,,"Deze tekening is een allegorische voorstelling die de vereniging van kunsten en wetenschappen verzinnebeeldt (=Hermathena-thema). De uil staat symbool voor Athena, godin van de wijsheid en de staf die ze vasthoudt - een penseel met twee slangen rond -  staat symbool voor Hermes, god van de Schone Kunsten. Met zeer grote nauwkeurigheid zijn de insecten en het schildersgereedschap weergegeven. Hoefnagel maakte hierbij gebruik van slagschaduwen waardoor de insecten en de voorwerpen als het ware op het perkament komen te liggen. 
Het Hermathena-thema wordt uitgedrukt door verschillende elementen zoals het onderschrift zelf 'Hermathena' en het devies bovenaan 'Niemand heeft een afkeer van kunst, tenzij diegene die er niets van kent'. Verder door de uil, een symbool van Athena, godin van de wijsheid en door de staf die ze vasthoudt (twee slangen rond een penseel) - het symbool van Hermes - god van de Geometrie, de Welsprekendheid, de Muziek, de Literatuur en de Schone Kunsten. Ook de attributren van Hermes zijn voorgesteld nl. de diverse instrumenten die behoren bij de verschillende kunstvormen: penseel, passer, mosselschelp met verfresten ...",Allegory for Abraham Ortelius,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,118,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,,signatuur,
,, gouache (schildering),,tekenaar,,,,,,,Allégorie en l'honneur d'Abraham Ortelius,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,165,geheel,,,,Antwerpen [plaats],,geverfd (bedekken),geheel,,,
,,,,,,,,,,,Allegorie voor Abraham Ortelius,,,,,,,,,,,,,,,,,
PK.OT.00363,287548,tekening,"Hollar, Wenzel",,toegeschreven aan,1646,circa,1646,circa,"Deze tekening, voorheen toegeschreven aan Jacob  Hoefnagel, werd door Alena Volrábová (2017) toegeschreven aan Wenceslaus Hollar.",Study sheet with insects,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,88,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),pen,,,literatuur,
,, Zeichnung,"Hoefnagel, Jacob",draftsman (artist),verworpen toeschrijving,,,,,,Étude d'insectes,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,143,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Studieblad met insecten,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.02229,287561,tekening,"Quellinus, Jan Erasmus",draftsman (artist),,1649,,1715,,,Purification of the Virgin,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,580,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),schilderspenseel,geheel,,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Opdracht van Maria in de tempel,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,350,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00109,287563,tekening,Peter Paul Rubens,draftsman (artist),,1622,,1622,,"Rubens koesterde een meer dan gewone belangstelling voor antieke gegraveerde stenen  - hij bezat zelf een niet onaardig aantal antiquiteiten waaronder cameeën en munten - en maakte er dan ook meermaals tekeningen van.
Deze tekening is een kopie naar de Gemma Tiberiana uit de Bibliothèque Nationale te Parijs. Vermoedelijk was deze kostbare steen afkomstig uit Constantinopel waar hij in 1247 door Keizer Boudewijn II aan Lodewijk IX van Frankrijk zou zijn geschonken. Peiresc, vriend van Rubens, analyseerde de voorstelling op deze camee in 1620 voor het eerst en herkende bovenaan de apotheose van keizer Augustus, in het middenregister Tiberius en Livia voor Germanicus en enkele ander personages en onderaan de overwonnen volkeren. Toen Rubens in januari-februari 1622 te Parijs verbleef om er de onderhandelingen te voeren voor de realisatie van de doeken voor de Medici-galerij in het Palais de Luxembourg, maakte hij van deze gelegenheid gebruik om  de camee ter plaatse te bestuderen. Mogelijk realiseerde Rubens tijdens dit korte verblijf te Parijs deze tekening.
Deze tekening staat op de lijst van de topstukken.
Schilderij The Apotheosis of Germanicus in Ashmolean Museum, Museum of Art and Archeology, University of Oxford (A1169)",The Cameo of Tiberius,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,327,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,"tekening, gemengde techniek; Pen en penseel in bruin. Opgehoogd met wit.",literatuur,
,, Zeichnung,,tekenaar,,,,,,,Le camée de Tibère,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,270,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,De camee van Tiberius,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,Gemma Tiberiana,,,,,,,,,,,,,,,,,
PK.OT.00110,287564,tekening,Peter Paul Rubens,draftsman (artist),,1613,,1616,,"In het midden naar links staat Hercules, lichtjes voorovergebogen. Hij omknelt met de linkerarm de kop van de Nemeïsche leeuw. De leeuw rust met de rechterachterpoot op de grond en steunt met de linkerachterpoot op het been van Hercules. Het zoeken van Rubens naar een voor de kunstenaar aanvaardbare houding van de held resulteerde in een Hercules met drie rechterbenen en twee linkerbenen. Links en rechts van de voorstelling werd, weliswaar alleen met enkele omtreklijnen, Hercules met de kop van de leeuw onder zijn arm opnieuw hernomen.
Dit thema, ontleend aan één van de twaalf werken van Hercules werd door Rubens meermaals in beeld gebracht. Allen verraden ze de invloed van Giulio Romano’s fresco in het Palazzo del Tè te Mantua, maar ook moet Rubens vertrouwd zijn geweest met de houtsnede van Giuseppe Nicolo Vicentino naar Rafael en mogelijk ook deze van Boldrini. Ongetwijfeld moet hij ook inspiratie hebben gevonden in onder meer de antieke marmeren bas-reliëfs en munten, die hij zeker tijdens zijn verblijf in Italië leerde kennen en kopieerde. Deze tekening  wordt door de verschillende kunsthistorici ofwel na 1630 gedateerd ofwel ca. 1613-1616.",Hercules and the Nemean lion,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,363,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,Hercule et le lion de Némée,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,498,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Hercules en de leeuw van Nemea,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00005,287567,tekening,"Spranger, Bartholomeus",draftsman (artist),,1557,,1611,,,Neptun und Amphitrite,de-DE,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,245,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,pen en bruine inkt,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,Amphitrite is being captured by Neptune.,Neptune and Amphitrite,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,174,geheel,,,,Antwerpen [plaats],,gewassen,geheel,bruin gewassen,,
,, drawing,,,,,,,,,Neptune et Amphitrite,,,,,,,,,,,,,,,gehoogd met wit,,
,, dessin,,,,,,,,Neptunus staat achter de naakte Caenis en grijpt haar vast om haar te kussen. Caenis probeert zich los te rukken.,Neptunus en Caenis,,,,,,,,,,,,,,,,,
PK.OT.00077,287574,tekening,"Vos, Maerten de",draftsman (artist),,1550,,1603,,,Allegorische voorstelling van Azië,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,296,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,"pen in bruin, bruin gewassen",Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Asia,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,188,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00258,287577,tekening,"Vredeman de Vries, Paul",,,1630,,1630,,"Ontwerp van Paul Vredeman de Vries voor een prent uit de serie 'verscheyden' schrynwerck', gepubliceerd door Claes Jansz. Visscher te Amsterdam in 1630.",Ontwerp voor een wandkast,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,281,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,pen bister en o.i. wasch,,
,, Zeichnung,"Vredeman de Vries, Hans",draftsman (artist),verworpen toeschrijving,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,210,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,tekenaar,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00239,321667,tekening,"Uden, Lucas van",draftsman (artist),,1626,,1672,,,Landscape with river and church,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,195,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Landschap met rivier en kerkje,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,317,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
RSL.2009.004.002,325637,waaier (kledingaccessoire),,,,,,,,"Waaier met dame in rood-zwarte jurk op gele achtergrond afgeboord met bloemenkrans, gemerkt 'Red Star Line' op groen handvat",Waaier met dame in een rode jurk op een gele achtergrond en het opschrift 'Red Star Line',nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,3,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,24,geheel,,,,Antwerpen [plaats],,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,40,geheel,,,,,,,,,,
RSL.2008.001.003,327307,ansichtkaart,"Goffart, J.L.",printer (person),,,,,,"Post card met voorstelling van gondel met koppeltje en gondelvaarder
hoofdkleuren roos, blauw en goud
Reeks O. Met opschrift in linkeronderhoek 'O.1'",Ansichtkaart Red Star Line met voorstelling van Venetiaanse gondel,nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,90,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,drukker,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,140,geheel,,,,Antwerpen [plaats],,,,,,
RSL.2008.001.004,327308,ansichtkaart,"Goffart, J.L.",printer (person),,,,,,"Post card met voorstelling van gondel met 2 dames, een muzikant en gondelvaarder
hoofdkleuren roos, blauw en goud
Reeks O. Met opschrift in linkeronderhoek 'O.2'",Ansichtkaart Red Star Line met voorstelling van Venetiaanse gondel met muzikant,nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,90,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,drukker,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,140,geheel,,,,Antwerpen [plaats],,,,,,
AV.2011.022.004,335455,cornet à pistons,Van Engelen Frères,instrument builder,,,,,,Cornet met op de schalbeker het gegraveerde opschrift 'Van Engelen Freres Fournisseurs Brevetes de l'Armee et des conservatoires Rue de Lisp. 66 a Lierre' en voorzien van een penning met een gekroond wapenschild met leeuw. Aan de bovenzijde de gegraveerde letters 'AGK 3'.,Cornet met op de schalbeker het gegraveerde opschrift 'Van Engelen Freres Fournisseurs Brevetes de l'Armee et des conservatoires Rue de Lisp. 66 a Lierre' en voorzien van een penning met een gekroond wapenschild met leeuw,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,38,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,instrumentenbouwer,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,16.7,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,12.1,beker,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.2011.022.009.1-3,335459,cornet à pistons,"Prins, De",instrument builder,,,,,,,"Cornet met gegraveerd opschrift 'De Prins Gebrs. gebreveteerd Antwerpen Belgie', in losse kist en voorzien van een los mondstuk",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,13.7,kist,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,instrumentenbouwer,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,37,kist,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,22,kist,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,38.7,cornet,inclusief mondstuk,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,32.5,cornet,exclusief mondstuk,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,15.8,cornet,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,12.6,beker,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
RSL.2011.021.050.03-12,337909,ansichtkaart,"Buschmann, Joseph-Ernest",printer (person),,,,,,"Ansichtkaart met een reproductie van een houtgravure van Edward Pellens met De Jezuietentoren te Antwerpen. Op de achterzijde een Red Star Line rederijvlag met opschrift 'Red Star Line'.

Uit een reekst anischkaarten met stadsgezichten van Antwerpen naar houtgravures van Edward Pellens.","Ansichtkaart met een voorstelling van de Jezuietentoren te Antwerpen, naar een houtgravure van Edward Pellens",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,14,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,drukker,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,10,geheel,,,,Antwerpen [plaats],,,,,,
,,,"Pellens, Edward",ontwerper,,,,,,,,,,,,,,,,,,,,,,,,
RSL.2011.021.050.07-12,337924,ansichtkaart,"Buschmann, Joseph-Ernest",printer (person),,,,,,"Ansichtkaart met een reproductie van een houtgravure van Edward Pellens een voorstelling van de Bloedberg te Antwerpen. Op de achterzijde een Red Star Line rederijvlag met opschrift 'Red Star Line'.

Uit een reekst anischkaarten met stadsgezichten van Antwerpen naar houtgravures van Edward Pellens.
","Ansichtkaart met een voorstelling van de Bloedberg te Antwerpen, naar een houtgravure van Edward Pellens",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,9.9,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,drukker,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,13.9,geheel,,,,Antwerpen [plaats],,,,,,
,,,"Pellens, Edward",ontwerper,,,,,,,,,,,,,,,,,,,,,,,,
RSL.2011.021.078,339448,menukaart,,,,1926-06-03,,1926-06-03,,Aan de bovenzijde een afbeelding van een dame in paars kleed met hoepelrok met gouden accenten - rijkend naar een vogel in een gouden kooi. Daaronder een opsomming van de lunchgerechten.,Menu voor de lunch van 1 juni 1926 aan boord van het Red Star Line passagiersstoomschip Belgenland,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,22.4,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,,,,,,,,Luncheon Menu,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,14,geheel,,,,Antwerpen [plaats],,,,,,
PK.OS.0192.005,342653,tekening,"Rubens, Peter Paul",draftsman (artist),,1590,circa,1590,circa,"Uit de reeks: 'De dodendans: Rubenstekeningen naar Holbein', tekening 5.",De Ridder en de Dood,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,99,afbeelding,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,pen,literatuur,Bijzonderheden: 47 blzn
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,72,afbeelding,,,,Antwerpen [plaats],,gewassen,geheel,bruin,,
,, drawing,"Holbein, Hans (II)",,naar,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
RSL.2011.025.247,344803,ansichtkaart,,,,,,,,Uit de reeks 'views of Antwerp from wood engravings bij Edward Pellens',Blanco ansichtkaart met een zwart-wit afbeelding van de Jezuitentoren te Antwerpen,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,14.1,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,9,geheel,,,,Antwerpen [plaats],,,,,,
RSL.2011.025.268,344824,ansichtkaart,,,,,,,,,Blanco ansichtkaart met een getekende kleuren afbeelding van een dame met een vogel in een kooi,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,9,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Red Star Line Museum (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,13.9,geheel,,,,Antwerpen [plaats],,,,,,
AV.1907.008.1-5,355473,russische fagot,anoniem,,,1790,,1810,,"Russische fagot, anoniem begin 19de eeuw, in vijf, demontabele onderdelen. Fagot voorzien van zes vingergaten en drie platte ronde kleppen en vier banden.","Russische fagot, anoniem, omstreeks 1800, in vijf, demontabele onderdelen",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,105.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,35.5,geheel,inclusief aanblaasstuk,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,20.4,geheel,schalbeker,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.2017.006.001,377574,klavecimbel,,,,1924,ca.,,,"Dit klavecimbel beweert te zijn gemaakt door ""Cousineault père luthier de la royne"" en lijkt uiterlijk op een 18de-eeuws klavecimbel. Toch gaat het om een vervalsing die omstreeks 1924 werd gemaakt.",Klavecimbel,nl-NL,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,, harpsichord,,,,,,,,,,,,,,,,,,,,,,,,,,
,, clavecin,,,,,,,,,,,,,,,,,,,,,,,,,,
